Date,Adj Close
12/31/12,9.643729
1/2/13,9.992598
1/3/13,9.934452
1/4/13,10.05905
1/7/13,10.04244
1/8/13,9.951066
1/9/13,9.494213
1/10/13,9.784936
1/11/13,9.660341
1/14/13,9.52744
1/15/13,9.593892
1/16/13,9.784936
1/17/13,9.369617
1/18/13,9.25333
1/22/13,9.427765
1/23/13,9.485908
1/24/13,9.577276
1/25/13,9.652036
1/28/13,9.535744
1/29/13,9.544054
1/30/13,9.452682
1/31/13,9.402843
2/1/13,9.726794
2/4/13,9.535744
2/5/13,9.868003
2/6/13,9.909534
2/7/13,9.834777
2/8/13,9.768326
2/11/13,9.85139
2/12/13,10.175336
2/13/13,10.108888
2/14/13,10.07566
2/15/13,9.992598
2/19/13,10.125499
2/20/13,9.801552
2/21/13,9.485908
2/22/13,9.502522
2/25/13,9.161956
2/26/13,9.245017
2/27/13,9.39467
2/28/13,9.336474
3/1/13,9.427927
3/4/13,9.486126
3/5/13,9.60252
3/6/13,9.910131
3/7/13,10.192802
3/8/13,10.034839
3/11/13,10.101349
3/12/13,9.984956
3/13/13,10.026527
3/14/13,10.068095
3/15/13,10.450531
3/18/13,10.442218
3/19/13,10.566922
3/20/13,10.625123
3/21/13,10.450531
3/22/13,10.442218
3/25/13,10.309196
3/26/13,10.209428
3/27/13,10.167863
3/28/13,10.126289
4/1/13,10.101349
4/2/13,10.101349
4/3/13,9.818677
4/4/13,9.926759
4/5/13,9.951699
4/8/13,10.151236
4/9/13,10.184487
4/10/13,10.242687
4/11/13,10.201113
4/12/13,10.117981
4/15/13,9.960013
4/16/13,10.209428
4/17/13,9.727224
4/18/13,9.511066
4/19/13,9.693973
4/22/13,9.743855
4/23/13,10.034839
4/24/13,10.234368
4/25/13,10.342454
4/26/13,10.325827
4/29/13,10.292572
4/30/13,10.234368
5/1/13,10.093039
5/2/13,10.134603
5/3/13,10.176175
5/6/13,10.708261
5/7/13,10.72489
5/8/13,10.824657
5/9/13,10.733204
5/10/13,10.824657
5/13/13,10.791404
5/14/13,11.090702
5/15/13,11.17384
5/16/13,11.107329
5/17/13,11.165528
5/20/13,11.232038
5/21/13,11.17384
5/22/13,11.06576
5/23/13,10.982623
5/24/13,11.00756
5/28/13,11.099016
5/29/13,11.207096
5/30/13,11.49808
5/31/13,11.356747
6/3/13,11.265292
6/4/13,11.107329
6/5/13,10.891006
6/6/13,10.982524
6/7/13,11.132288
6/10/13,11.065728
6/11/13,10.915965
6/12/13,10.866045
6/13/13,10.990849
6/14/13,10.874367
6/17/13,10.990849
6/18/13,11.04077
6/19/13,10.974211
6/20/13,10.724604
6/21/13,10.558202
6/24/13,10.233718
6/25/13,10.541563
6/26/13,10.616443
6/27/13,10.824446
6/28/13,10.699644
7/1/13,10.757885
7/2/13,10.732924
7/3/13,10.674684
7/5/13,10.866045
7/8/13,11.049088
7/9/13,11.25709
7/10/13,11.123968
7/11/13,11.240451
7/12/13,11.465094
7/15/13,11.548294
7/16/13,11.581574
7/17/13,11.906058
7/18/13,12.280465
7/19/13,12.272141
7/22/13,12.413583
7/23/13,12.430222
7/24/13,12.238861
7/25/13,12.338702
7/26/13,12.255501
7/29/13,12.080782
7/30/13,12.080782
7/31/13,12.147342
8/1/13,12.438543
8/2/13,12.347021
8/5/13,12.313743
8/6/13,12.180624
8/7/13,12.089101
8/8/13,12.155662
8/9/13,12.022539
8/12/13,11.98926
8/13/13,12.07246
8/14/13,12.147342
8/15/13,11.914378
8/16/13,11.99758
8/19/13,11.772936
8/20/13,11.88942
8/21/13,11.93102
8/22/13,12.122381
8/23/13,12.122381
8/26/13,12.05582
8/27/13,11.739655
8/28/13,11.747974
8/29/13,11.789581
8/30/13,11.747974
9/3/13,11.856138
9/4/13,11.922744
9/5/13,11.96438
9/6/13,11.956048
9/9/13,12.055959
9/10/13,12.164198
9/11/13,12.1975
9/12/13,12.055959
9/13/13,12.064287
9/16/13,12.09759
9/17/13,12.114242
9/18/13,12.247455
9/19/13,12.164198
9/20/13,12.022655
9/23/13,11.77288
9/24/13,11.731248
9/25/13,11.77288
9/26/13,11.722923
9/27/13,11.573054
9/30/13,11.489796
10/1/13,11.573054
10/2/13,11.706271
10/3/13,11.656315
10/4/13,11.697948
10/7/13,11.498121
10/8/13,11.398211
10/9/13,11.523099
10/10/13,11.84781
10/11/13,11.814507
10/14/13,11.947723
10/15/13,11.856136
10/16/13,12.122569
10/17/13,12.205827
10/18/13,12.180849
10/21/13,12.089264
10/22/13,12.089264
10/23/13,11.831159
10/24/13,11.797859
10/25/13,11.872789
10/28/13,11.84781
10/29/13,11.781202
10/30/13,11.797859
10/31/13,11.631336
11/1/13,11.672967
11/4/13,11.689617
11/5/13,11.598036
11/6/13,11.623009
11/7/13,11.489796
11/8/13,11.922744
11/11/13,11.989349
11/12/13,11.922744
11/13/13,12.189178
11/14/13,12.32239
11/15/13,12.422298
11/18/13,12.422298
11/19/13,12.655428
11/20/13,12.605471
11/21/13,12.980138
11/22/13,13.02177
11/25/13,13.16331
11/26/13,13.221591
11/27/13,13.179961
11/29/13,13.171634
12/2/13,13.096703
12/3/13,12.938509
12/4/13,13.021828
12/5/13,12.855197
12/6/13,12.963504
12/9/13,12.980166
12/10/13,12.963504
12/11/13,12.705233
12/12/13,12.705233
12/13/13,12.646914
12/16/13,12.6969
12/17/13,12.646914
12/18/13,13.071813
12/19/13,13.121797
12/20/13,12.996828
12/23/13,13.071813
12/24/13,13.080141
12/26/13,13.038482
12/27/13,13.055148
12/30/13,12.946843
12/31/13,12.971833
1/2/14,13.413393
1/3/14,13.671661
1/6/14,13.879947
1/7/14,13.746645
1/8/14,13.813297
1/9/14,14.021575
1/10/14,13.971589
1/13/14,13.688326
1/14/14,13.971589
