Date,Adj Close
12/31/12,17.618462
1/2/13,18.013729
1/3/13,18.024191
1/4/13,18.380356
1/7/13,18.300158
1/8/13,18.264042
1/9/13,18.384092
1/10/13,18.467777
1/11/13,18.430668
1/14/13,18.013729
1/15/13,18.055573
1/16/13,17.812983
1/17/13,17.716595
1/18/13,17.54698
1/22/13,17.506132
1/23/13,18.468275
1/24/13,18.78484
1/25/13,18.771391
1/28/13,18.698166
1/29/13,18.771639
1/30/13,18.775375
1/31/13,18.821701
2/1/13,19.317593
2/4/13,18.90464
2/5/13,19.072014
2/6/13,19.18235
2/7/13,19.276497
2/8/13,19.56093
2/11/13,19.487455
2/12/13,19.444616
2/13/13,19.498415
2/14/13,19.621952
2/15/13,19.748228
2/19/13,20.095926
2/20/13,19.737518
2/21/13,19.813982
2/22/13,19.918093
2/25/13,19.695427
2/26/13,19.679485
2/27/13,19.919836
2/28/13,19.955202
3/1/13,20.079487
3/4/13,20.460808
3/5/13,20.886711
3/6/13,20.706886
3/7/13,20.737272
3/8/13,20.710373
3/11/13,20.792564
3/12/13,20.612988
3/13/13,20.555702
3/14/13,20.461803
3/15/13,20.281481
3/18/13,20.119337
3/19/13,20.207258
3/20/13,20.291693
3/21/13,20.205765
3/22/13,20.182102
3/25/13,20.165415
3/26/13,20.234655
3/27/13,19.991568
3/28/13,19.780607
4/1/13,19.954954
4/2/13,20.250097
4/3/13,20.079737
4/4/13,19.802525
4/5/13,19.503147
4/8/13,19.298912
4/9/13,19.368652
4/10/13,19.680733
4/11/13,19.685963
4/12/13,19.677494
4/15/13,19.475252
4/16/13,19.760183
4/17/13,19.490944
4/18/13,19.076248
4/19/13,19.922077
4/22/13,19.928055
4/23/13,20.122078
4/24/13,20.260309
4/25/13,20.151964
4/26/13,19.960682
4/29/13,20.400036
4/30/13,20.537271
5/1/13,20.434158
5/2/13,20.662802
5/3/13,21.064047
5/6/13,21.458319
5/7/13,21.350721
5/8/13,21.759192
5/9/13,21.705643
5/10/13,21.923574
5/13/13,21.856327
5/14/13,22.094685
5/15/13,22.811747
5/16/13,22.512367
5/17/13,22.644623
5/20/13,22.628433
5/21/13,22.589579
5/22/13,22.152468
5/23/13,21.987335
5/24/13,21.751471
5/28/13,21.949478
5/29/13,21.626688
5/30/13,21.68771
5/31/13,21.699165
6/3/13,21.609751
6/4/13,21.397299
6/5/13,21.412243
