Date,Adj Close
12/31/12,116.97831
1/2/13,119.976494
1/3/13,119.705421
1/4/13,120.23111
1/7/13,119.902542
1/8/13,119.557564
1/9/13,119.861496
1/10/13,120.814362
1/11/13,120.806114
1/14/13,120.72403
1/15/13,120.806114
1/16/13,120.789696
1/17/13,121.570061
1/18/13,121.841141
1/22/13,122.498253
1/23/13,122.695412
1/24/13,122.728226
1/25/13,123.418228
1/28/13,123.270355
1/29/13,123.75502
1/30/13,123.270355
1/31/13,122.966454
2/1/13,124.23143
2/4/13,122.834999
2/5/13,124.075386
2/6/13,124.165764
2/7/13,124.00145
2/8/13,124.69146
2/11/13,124.666794
2/12/13,124.872147
2/13/13,124.97892
2/14/13,125.093941
2/15/13,124.946037
2/19/13,125.882545
2/20/13,124.31356
2/21/13,123.557869
2/22/13,124.765388
2/25/13,122.391457
2/26/13,123.229317
2/27/13,124.781822
2/28/13,124.535362
3/1/13,124.946037
3/4/13,125.611458
3/5/13,126.736794
3/6/13,126.909256
3/7/13,127.139282
3/8/13,127.681435
3/11/13,128.166107
3/12/13,127.878532
3/13/13,128.059219
3/14/13,128.741043
3/15/13,128.571106
3/18/13,127.861504
3/19/13,127.564445
3/20/13,128.455521
3/21/13,127.358231
3/22/13,128.381348
3/25/13,127.845024
3/26/13,128.868118
3/27/13,128.868118
3/28/13,129.264175
4/1/13,128.752655
4/2/13,129.387939
4/3/13,128.076035
4/4/13,128.59581
4/5/13,128.018234
4/8/13,128.884613
4/9/13,129.330063
4/10/13,130.914276
4/11/13,131.343323
4/12/13,131.0215
4/15/13,127.985222
4/16/13,129.87468
4/17/13,127.97702
4/18/13,127.176704
4/19/13,128.282288
4/22/13,128.851547
4/23/13,130.179947
4/24/13,130.262497
4/25/13,130.790497
4/26/13,130.559448
4/29/13,131.434113
4/30/13,131.747604
5/1/13,130.592499
5/2/13,131.805374
5/3/13,133.141953
5/6/13,133.480255
5/7/13,134.156815
5/8/13,134.767319
5/9/13,134.387817
5/10/13,134.825134
5/13/13,134.932327
5/14/13,136.326691
5/15/13,137.06105
5/16/13,136.417465
5/17/13,137.73764
5/20/13,137.72934
5/21/13,137.927383
5/22/13,136.904312
5/23/13,136.508286
5/24/13,136.392761
5/28/13,137.209564
5/29/13,136.318497
5/30/13,136.821777
5/31/13,134.858078
6/3/13,135.600708
6/4/13,134.948868
6/5/13,133.059494
6/6/13,134.264053
6/7/13,135.971954
6/10/13,135.971954
6/11/13,134.569336
6/12/13,133.455521
6/13/13,135.485214
6/14/13,134.635345
6/17/13,135.674942
6/18/13,136.747528
6/19/13,134.858078
6/20/13,131.516602
6/21/13,131.938751
6/24/13,130.271545
6/25/13,131.524048
6/26/13,132.826248
6/27/13,133.605942
6/28/13,133.058502
7/1/13,133.83815
7/2/13,133.713806
7/3/13,133.77179
7/5/13,135.215042
7/8/13,135.986404
7/9/13,136.965149
7/10/13,137.014908
7/11/13,138.881195
7/12/13,138.93924
7/15/13,139.470062
7/16/13,138.947556
7/17/13,139.304199
7/18/13,140.06723
7/19/13,140.316086
7/22/13,140.589813
7/23/13,140.291199
7/24/13,139.776962
7/25/13,140.11705
7/26/13,140.266312
7/29/13,139.835037
7/30/13,139.835037
7/31/13,139.934586
8/1/13,141.551971
8/2/13,141.792465
8/5/13,141.585129
8/6/13,140.780548
8/7/13,140.324387
8/8/13,140.838577
8/9/13,140.43222
8/12/13,140.266312
8/13/13,140.68103
8/14/13,139.959427
8/15/13,138.001938
8/16/13,137.545792
8/19/13,136.666519
8/20/13,137.338394
8/21/13,136.492371
8/22/13,137.736542
8/23/13,138.200989
8/26/13,137.686783
8/27/13,135.472183
8/28/13,135.953262
8/29/13,136.168869
8/30/13,135.737564
9/3/13,136.351364
9/4/13,137.479401
9/5/13,137.653625
9/6/13,137.719925
9/9/13,139.038681
9/10/13,140.06723
9/11/13,140.506836
9/12/13,140.133636
9/13/13,140.448792
9/16/13,141.261658
9/17/13,141.892044
9/18/13,143.534286
9/19/13,143.293762
9/20/13,142.291916
9/23/13,141.633499
9/24/13,141.300095
9/25/13,140.891663
9/26/13,141.433456
9/27/13,140.783325
9/30/13,140.033142
10/1/13,141.141663
10/2/13,141.008362
10/3/13,139.70816
10/4/13,140.766678
10/7/13,139.549728
10/8/13,137.92453
10/9/13,138.024475
10/10/13,141.000046
10/11/13,141.908539
10/14/13,142.475311
10/15/13,141.441788
10/16/13,143.417145
10/17/13,144.375626
10/18/13,145.350784
10/21/13,145.359146
10/22/13,146.201004
10/23/13,145.500839
10/24/13,145.984222
10/25/13,146.651047
10/28/13,146.884415
10/29/13,147.667862
10/30/13,146.934418
10/31/13,146.517685
11/1/13,146.867706
11/4/13,147.384476
11/5/13,146.917786
11/6/13,147.667862
11/7/13,145.800873
11/8/13,147.767868
11/11/13,147.792923
11/12/13,147.492859
11/13/13,148.676422
11/14/13,149.418152
11/15/13,150.068298
11/18/13,149.543243
11/19/13,149.21814
11/20/13,148.751434
11/21/13,149.951675
11/22/13,150.701767
11/25/13,150.551727
11/26/13,150.593414
11/27/13,150.960144
11/29/13,150.860168
12/2/13,150.468384
12/3/13,149.818268
12/4/13,149.80162
12/5/13,149.143127
12/6/13,150.810089
12/9/13,151.193512
12/10/13,150.651749
12/11/13,148.959808
12/12/13,148.468002
12/13/13,148.45134
12/16/13,149.376526
12/17/13,148.901443
12/18/13,151.443558
12/19/13,151.26857
12/20/13,152.148499
12/23/13,152.961273
12/24/13,153.296494
12/26/13,154.075836
12/27/13,154.067429
12/30/13,154.042343
12/31/13,154.771393
1/2/14,153.288132
1/3/14,153.26297
1/6/14,152.818863
1/7/14,153.757339
1/8/14,153.790909
1/9/14,153.891464
1/10/14,154.310547
1/13/14,152.257355
1/14/14,153.916611
1/15/14,154.746307
1/16/14,154.545135
1/17/14,153.891464
1/21/14,154.343994
1/22/14,154.44458
1/23/14,153.179199
1/24/14,149.910965
